head,stage1_prototype_top1,forward_fm_top1,roundtrip_top1,reverse_endpoint_top1
fm_standard,0.17041704058647156,0.2199219912290573,0.16891689598560333,0.264026403427124
fm_rollout,0.17041704058647156,0.22322231531143188,0.06270626932382584,0.034503448754549026
