dataset,encoder,target,head,T,k_shot,run,seed_type,seed,n_train,test_acc,baseline_acc,delta_acc,final_train_loss,checkpoint_epoch,checkpoint_train_loss
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,5shot,2,subset,2,500,0.17971797287464142,0.1704170405864715,0.009300932288169916,0.05649893555045128,198,0.05624366641044617
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,10shot,0,subset,0,1000,0.22022202610969543,0.1704170405864715,0.04980498552322393,0.27079594087600706,190,0.25112585854530334
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,10shot,0,subset,0,1000,0.22262226045131683,0.1704170405864715,0.05220521986484533,0.27079594087600706,190,0.25112585854530334
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,10shot,0,subset,0,1000,0.25322532653808594,0.1704170405864715,0.08280828595161444,0.03283428573608398,197,0.032813180923461915
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,10shot,0,subset,0,1000,0.2478247880935669,0.1704170405864715,0.07740774750709539,0.04783802750706673,199,0.04783802750706673
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,10shot,1,subset,1,1000,0.20462046563625336,0.1704170405864715,0.034203425049781855,0.27461680603027344,190,0.24497721099853514
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,10shot,1,subset,1,1000,0.2088208794593811,0.1704170405864715,0.0384038388729096,0.27461680603027344,190,0.24497721099853514
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,10shot,1,subset,1,1000,0.2505250573158264,0.1704170405864715,0.08010801672935491,0.03238073873519898,199,0.03238073873519898
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,10shot,1,subset,1,1000,0.24602460861206055,0.1704170405864715,0.07560756802558904,0.046485761046409606,199,0.046485761046409606
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,10shot,2,subset,2,1000,0.2100210040807724,0.1704170405864715,0.0396039634943009,0.26818255400657653,190,0.24599786126613618
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,10shot,2,subset,2,1000,0.21032103896141052,0.1704170405864715,0.03990399837493902,0.26818255400657653,190,0.24599786126613618
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,10shot,2,subset,2,1000,0.2550255060195923,0.1704170405864715,0.08460846543312078,0.03203323122859001,199,0.03203323122859001
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,10shot,2,subset,2,1000,0.24332433938980103,0.1704170405864715,0.07290729880332952,0.04732210475206375,199,0.04732210475206375
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,full,0,init,0,3334,0.22412240505218506,0.1704170405864715,0.053705364465713556,0.23906675548737966,197,0.22934118104538806
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,full,0,init,0,3334,0.22412240505218506,0.1704170405864715,0.053705364465713556,0.23906675548737966,197,0.22934118104538806
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,full,0,init,0,3334,0.3528352975845337,0.1704170405864715,0.1824182569980622,0.02563417013499933,199,0.02563417013499933
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,full,0,init,0,3334,0.3369337022304535,0.1704170405864715,0.166516661643982,0.04104139825444273,124,0.038373618444230075
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,full,1,init,1,3334,0.2574257552623749,0.1704170405864715,0.08700871467590338,0.22618568391412336,199,0.22618568391412336
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,full,1,init,1,3334,0.2574257552623749,0.1704170405864715,0.08700871467590338,0.22618568391412336,199,0.22618568391412336
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,full,1,init,1,3334,0.3393339216709137,0.1704170405864715,0.1689168810844422,0.029587807447773007,195,0.02551448266633664
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,full,1,init,1,3334,0.3294329345226288,0.1704170405864715,0.15901589393615728,0.033899078380269565,144,0.024999989710645397
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,full,2,init,2,3334,0.2526252567768097,0.1704170405864715,0.08220821619033819,0.24054331917496735,196,0.2303801644291789
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,full,2,init,2,3334,0.25202521681785583,0.1704170405864715,0.08160817623138433,0.24054331917496735,196,0.2303801644291789
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,full,2,init,2,3334,0.34863486886024475,0.1704170405864715,0.17821782827377325,0.02680768116517523,195,0.025049179837098718
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,full,2,init,2,3334,0.3321332037448883,0.1704170405864715,0.1617161631584168,0.03396362539360676,140,0.02658086179922674
