dataset,encoder,target,head,T,k_shot,run,seed_type,seed,n_train,test_acc,baseline_acc,delta_acc,final_train_loss,checkpoint_epoch,checkpoint_train_loss
fgvc_aircraft,dinov2_vits14,image_prototype,fm_rollout,4,full,1,init,1,3334,0.3672367334365845,0.3441344201564789,0.02310231328010559,979.6548012663093,171,0.11100602634899188
fgvc_aircraft,dinov2_vits14,image_prototype,fm_rollout,12,full,1,init,1,3334,0.3393339216709137,0.3441344201564789,-0.0048004984855651855,0.10654718028387054,197,0.0983556103549035
fgvc_aircraft,dinov2_vits14,image_prototype,fm_standard,4,full,2,init,2,3334,0.3495349586009979,0.3441344201564789,0.005400538444519043,99.57131617499742,196,93.82385744988453
fgvc_aircraft,dinov2_vits14,image_prototype,fm_standard,12,full,2,init,2,3334,0.37533754110336304,0.3441344201564789,0.031203120946884155,99.57131617499742,196,93.82385744988453
fgvc_aircraft,dinov2_vits14,image_prototype,fm_rollout,4,full,2,init,2,3334,0.18091809749603271,0.3441344201564789,-0.16321632266044617,202.69836360791805,129,0.13289391207852333
fgvc_aircraft,dinov2_vits14,image_prototype,fm_rollout,12,full,2,init,2,3334,0.2526252567768097,0.3441344201564789,-0.09150916337966919,0.10821952012908909,191,0.10281115249201575
dtd,clip_rn50,clip_text,fm_standard,4,5shot,0,subset,0,235,0.521276593208313,0.3978723287582397,0.1234042644500733,0.27553767181457356,179,0.2332005573714033
dtd,clip_rn50,clip_text,fm_standard,12,5shot,0,subset,0,235,0.5244680643081665,0.3978723287582397,0.1265957355499268,0.27553767181457356,179,0.2332005573714033
dtd,clip_rn50,clip_text,fm_rollout,4,5shot,0,subset,0,235,0.4994680881500244,0.3978723287582397,0.10159575939178472,0.027412881599144734,199,0.027412881599144734
dtd,clip_rn50,clip_text,fm_rollout,12,5shot,0,subset,0,235,0.4925532042980194,0.3978723287582397,0.09468087553977972,0.031310555021813576,198,0.03103679615132352
dtd,clip_rn50,clip_text,fm_standard,4,5shot,1,subset,1,235,0.5148935914039612,0.3978723287582397,0.11702126264572149,0.2853273352409931,189,0.24991296922906917
dtd,clip_rn50,clip_text,fm_standard,12,5shot,1,subset,1,235,0.5154255032539368,0.3978723287582397,0.11755317449569708,0.2853273352409931,189,0.24991296922906917
dtd,clip_rn50,clip_text,fm_rollout,4,5shot,1,subset,1,235,0.4797872304916382,0.3978723287582397,0.08191490173339849,0.028046124618738257,199,0.028046124618738257
dtd,clip_rn50,clip_text,fm_rollout,12,5shot,1,subset,1,235,0.48404255509376526,0.3978723287582397,0.08617022633552557,0.030935807264548667,199,0.030935807264548667
dtd,clip_rn50,clip_text,fm_standard,4,5shot,2,subset,2,235,0.5047872066497803,0.3978723287582397,0.10691487789154058,0.2794334147838836,189,0.23164364771640047
dtd,clip_rn50,clip_text,fm_standard,12,5shot,2,subset,2,235,0.5063830018043518,0.3978723287582397,0.10851067304611212,0.2794334147838836,189,0.23164364771640047
dtd,clip_rn50,clip_text,fm_rollout,4,5shot,2,subset,2,235,0.47127658128738403,0.3978723287582397,0.07340425252914434,0.02786666824621089,198,0.02768566094021848
dtd,clip_rn50,clip_text,fm_rollout,12,5shot,2,subset,2,235,0.47393617033958435,0.3978723287582397,0.07606384158134466,0.0315722202049925,199,0.0315722202049925
dtd,clip_rn50,clip_text,fm_standard,4,10shot,0,subset,0,470,0.5579787492752075,0.3978723287582397,0.16010642051696783,0.2554811298847198,198,0.24401377547294537
dtd,clip_rn50,clip_text,fm_standard,12,10shot,0,subset,0,470,0.5627659559249878,0.3978723287582397,0.1648936271667481,0.2554811298847198,198,0.24401377547294537
dtd,clip_rn50,clip_text,fm_rollout,4,10shot,0,subset,0,470,0.561170220375061,0.3978723287582397,0.16329789161682134,0.031149238490677893,199,0.031149238490677893
dtd,clip_rn50,clip_text,fm_rollout,12,10shot,0,subset,0,470,0.5478723645210266,0.3978723287582397,0.15000003576278692,0.0376395582835725,197,0.037134150875375624
dtd,clip_rn50,clip_text,fm_standard,4,10shot,1,subset,1,470,0.5595744848251343,0.3978723287582397,0.1617021560668946,0.2564718172905293,193,0.24960617816194575
dtd,clip_rn50,clip_text,fm_standard,12,10shot,1,subset,1,470,0.5627659559249878,0.3978723287582397,0.1648936271667481,0.2564718172905293,193,0.24960617816194575
dtd,clip_rn50,clip_text,fm_rollout,4,10shot,1,subset,1,470,0.5526595711708069,0.3978723287582397,0.1547872424125672,0.03369428580428692,199,0.03369428580428692
dtd,clip_rn50,clip_text,fm_rollout,12,10shot,1,subset,1,470,0.5420212745666504,0.3978723287582397,0.1441489458084107,0.04037084325830987,196,0.03954466229423564
dtd,clip_rn50,clip_text,fm_standard,4,10shot,2,subset,2,470,0.563829779624939,0.3978723287582397,0.16595745086669927,0.24118797677628537,193,0.23295796640375827
dtd,clip_rn50,clip_text,fm_standard,12,10shot,2,subset,2,470,0.5707446932792664,0.3978723287582397,0.17287236452102667,0.24118797677628537,193,0.23295796640375827
dtd,clip_rn50,clip_text,fm_rollout,4,10shot,2,subset,2,470,0.5547872185707092,0.3978723287582397,0.15691488981246954,0.032550166261957045,199,0.032550166261957045
dtd,clip_rn50,clip_text,fm_rollout,12,10shot,2,subset,2,470,0.556382954120636,0.3978723287582397,0.1585106253623963,0.0383138692125361,198,0.038251387644955455
dtd,clip_rn50,clip_text,fm_standard,4,full,0,init,0,1880,0.6234042644500732,0.3978723287582397,0.22553193569183355,0.19870870684055572,197,0.19220683523949156
dtd,clip_rn50,clip_text,fm_standard,12,full,0,init,0,1880,0.6287233829498291,0.3978723287582397,0.2308510541915894,0.19870870684055572,197,0.19220683523949156
dtd,clip_rn50,clip_text,fm_rollout,4,full,0,init,0,1880,0.6409574747085571,0.3978723287582397,0.24308514595031744,0.01198397714723932,199,0.01198397714723932
dtd,clip_rn50,clip_text,fm_rollout,12,full,0,init,0,1880,0.6127659678459167,0.3978723287582397,0.21489363908767706,0.013105947167632427,199,0.013105947167632427
dtd,clip_rn50,clip_text,fm_standard,4,full,1,init,1,1880,0.6021276712417603,0.3978723287582397,0.20425534248352056,0.19846500697288108,186,0.19340574589181453
dtd,clip_rn50,clip_text,fm_standard,12,full,1,init,1,1880,0.6117021441459656,0.3978723287582397,0.21382981538772589,0.19846500697288108,186,0.19340574589181453
dtd,clip_rn50,clip_text,fm_rollout,4,full,1,init,1,1880,0.6446808576583862,0.3978723287582397,0.24680852890014654,0.012490721015219993,197,0.012227185645160522
dtd,clip_rn50,clip_text,fm_rollout,12,full,1,init,1,1880,0.6271276473999023,0.3978723287582397,0.22925531864166265,0.014327892189488767,199,0.014327892189488767
dtd,clip_rn50,clip_text,fm_standard,4,full,2,init,2,1880,0.6345744729042053,0.3978723287582397,0.23670214414596563,0.203188460304382,188,0.19514920533971583
dtd,clip_rn50,clip_text,fm_standard,12,full,2,init,2,1880,0.6382978558540344,0.3978723287582397,0.24042552709579473,0.203188460304382,188,0.19514920533971583
dtd,clip_rn50,clip_text,fm_rollout,4,full,2,init,2,1880,0.6505318880081177,0.3978723287582397,0.252659559249878,0.012819533525629246,198,0.012361383822528606
dtd,clip_rn50,clip_text,fm_rollout,12,full,2,init,2,1880,0.6292552947998047,0.3978723287582397,0.231382966041565,0.013425580927349152,199,0.013425580927349152
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,5shot,0,subset,0,500,0.1845184564590454,0.1704170405864715,0.014101415872573908,0.26849893617630005,181,0.2647307586669922
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,5shot,0,subset,0,500,0.18601860105991364,0.1704170405864715,0.015601560473442133,0.26849893617630005,181,0.2647307586669922
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,5shot,0,subset,0,500,0.19261926412582397,0.1704170405864715,0.022202223539352473,0.050203261196613315,197,0.04924196889996529
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,5shot,0,subset,0,500,0.19711971282958984,0.1704170405864715,0.02670267224311834,0.05681514030694962,199,0.05681514030694962
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,5shot,1,subset,1,500,0.18601860105991364,0.1704170405864715,0.015601560473442133,0.2832353384494781,181,0.2632254569530487
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,5shot,1,subset,1,500,0.18901890516281128,0.1704170405864715,0.018601864576339777,0.2832353384494781,181,0.2632254569530487
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,5shot,1,subset,1,500,0.19441944360733032,0.1704170405864715,0.02400240302085882,0.04910650709271431,199,0.04910650709271431
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,5shot,1,subset,1,500,0.19381938874721527,0.1704170405864715,0.02340234816074377,0.05538587945699692,199,0.05538587945699692
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,5shot,2,subset,2,500,0.18091809749603271,0.1704170405864715,0.010501056909561213,0.27035934913158416,196,0.2664889807701111
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,5shot,2,subset,2,500,0.18271827697753906,0.1704170405864715,0.01230123639106756,0.27035934913158416,196,0.2664889807701111
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,5shot,2,subset,2,500,0.18871887028217316,0.1704170405864715,0.018301829695701655,0.04915138727426529,197,0.048618837893009186
