head,class_idx,class_name,t,cosine,l2
fm_standard,6,Cessna 172,0.6666666666666666,0.961955189704895,0.21956472098827362
fm_standard,6,Cessna 172,0.75,0.9581707715988159,0.24061772227287292
fm_standard,6,Cessna 172,0.8333333333333334,0.9544682502746582,0.2646838128566742
fm_standard,6,Cessna 172,0.9166666666666666,0.9508432745933533,0.29171445965766907
fm_standard,6,Cessna 172,1.0,0.9472461342811584,0.32173052430152893
fm_standard,7,DHC-1,0.0,0.9731335639953613,0.2145320177078247
fm_standard,7,DHC-1,0.08333333333333333,0.9738363027572632,0.1990831196308136
fm_standard,7,DHC-1,0.16666666666666666,0.974035382270813,0.18765507638454437
fm_standard,7,DHC-1,0.25,0.9736464619636536,0.18055327236652374
fm_standard,7,DHC-1,0.3333333333333333,0.972615659236908,0.17800003290176392
fm_standard,7,DHC-1,0.4166666666666667,0.9709627628326416,0.18004804849624634
fm_standard,7,DHC-1,0.5,0.9688026905059814,0.18654873967170715
fm_standard,7,DHC-1,0.5833333333333334,0.9663240313529968,0.19719603657722473
fm_standard,7,DHC-1,0.6666666666666666,0.9637255668640137,0.21161679923534393
fm_standard,7,DHC-1,0.75,0.9611506462097168,0.22945895791053772
fm_standard,7,DHC-1,0.8333333333333334,0.9586614370346069,0.2504478991031647
fm_standard,7,DHC-1,0.9166666666666666,0.9562469124794006,0.27440768480300903
fm_standard,7,DHC-1,1.0,0.9538541436195374,0.30126088857650757
fm_standard,8,Fokker 50,0.0,0.9633828401565552,0.24440789222717285
fm_standard,8,Fokker 50,0.08333333333333333,0.9638781547546387,0.22939909994602203
fm_standard,8,Fokker 50,0.16666666666666666,0.9632754921913147,0.21996231377124786
fm_standard,8,Fokker 50,0.25,0.9613818526268005,0.21647407114505768
fm_standard,8,Fokker 50,0.3333333333333333,0.9580854773521423,0.21908310055732727
fm_standard,8,Fokker 50,0.4166666666666667,0.9534339904785156,0.22763752937316895
fm_standard,8,Fokker 50,0.5,0.9476721286773682,0.2417314648628235
fm_standard,8,Fokker 50,0.5833333333333334,0.9411926865577698,0.26083657145500183
fm_standard,8,Fokker 50,0.6666666666666666,0.9344173669815063,0.28443947434425354
fm_standard,8,Fokker 50,0.75,0.9276759624481201,0.3121316432952881
fm_standard,8,Fokker 50,0.8333333333333334,0.9211461544036865,0.3436451554298401
fm_standard,8,Fokker 50,0.9166666666666666,0.9148577451705933,0.3788527250289917
fm_standard,8,Fokker 50,1.0,0.9087416529655457,0.41775137186050415
fm_standard,9,Gulfstream V,0.0,0.9716924428939819,0.22602425515651703
fm_standard,9,Gulfstream V,0.08333333333333333,0.9720214009284973,0.21236082911491394
fm_standard,9,Gulfstream V,0.16666666666666666,0.9718137979507446,0.20257674157619476
fm_standard,9,Gulfstream V,0.25,0.9710094332695007,0.19687409698963165
fm_standard,9,Gulfstream V,0.3333333333333333,0.9695889949798584,0.19535736739635468
fm_standard,9,Gulfstream V,0.4166666666666667,0.9676066637039185,0.19798006117343903
fm_standard,9,Gulfstream V,0.5,0.9652042388916016,0.20453763008117676
fm_standard,9,Gulfstream V,0.5833333333333334,0.9625867605209351,0.21471013128757477
fm_standard,9,Gulfstream V,0.6666666666666666,0.9599671959877014,0.22813166677951813
fm_standard,9,Gulfstream V,0.75,0.9575088024139404,0.24445681273937225
fm_standard,9,Gulfstream V,0.8333333333333334,0.9552936553955078,0.2634061276912689
