head,stage1_prototype_top1,forward_fm_top1,roundtrip_top1,reverse_endpoint_top1
fm_standard,0.29132914543151855,0.43774378299713135,0.31173115968704224,0.25682568550109863
fm_rollout,0.29132914543151855,0.4527452886104584,0.2601260244846344,0.11071106791496277
