dataset,encoder,target,head,T,k_shot,run,seed_type,seed,n_train,test_acc,baseline_acc,delta_acc,final_train_loss,checkpoint_epoch,checkpoint_train_loss
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,10shot,0,subset,0,1000,0.2199219912290573,0.1704170405864715,0.04950495064258581,0.10251343899965286,194,0.09704106146097183
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,10shot,0,subset,0,1000,0.22622261941432953,0.1704170405864715,0.05580557882785803,0.07239680337905884,198,0.07182662528753281
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,10shot,0,subset,0,1000,0.22322231531143188,0.1704170405864715,0.05280527472496038,0.07597056913375855,195,0.07506644189357757
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,10shot,1,subset,1,1000,0.22562256455421448,0.1704170405864715,0.055205523967742975,0.10240584754943848,190,0.09579454988241196
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,10shot,1,subset,1,1000,0.22412240505218506,0.1704170405864715,0.053705364465713556,0.10240584754943848,190,0.09579454988241196
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,10shot,1,subset,1,1000,0.23372337222099304,0.1704170405864715,0.06330633163452154,0.07476926720142364,197,0.07334859627485275
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,10shot,1,subset,1,1000,0.22682268917560577,0.1704170405864715,0.05640564858913427,0.07883624655008316,196,0.07613606506586075
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,10shot,2,subset,2,1000,0.21332132816314697,0.1704170405864715,0.04290428757667547,0.10162021785974502,194,0.09633189004659652
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,10shot,2,subset,2,1000,0.21692168712615967,0.1704170405864715,0.046504646539688166,0.10162021785974502,194,0.09633189004659652
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,10shot,2,subset,2,1000,0.23132313787937164,0.1704170405864715,0.06090609729290014,0.07261444884538651,196,0.07104978710412979
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,10shot,2,subset,2,1000,0.23222322762012482,0.1704170405864715,0.061806187033653315,0.07614039707183838,196,0.07371508836746216
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,full,0,init,0,3334,0.23672367632389069,0.1704170405864715,0.06630663573741918,0.09461092842540558,197,0.09114941325313543
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,full,0,init,0,3334,0.24272426962852478,0.1704170405864715,0.07230722904205328,0.09461092842540558,197,0.09114941325313543
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,full,0,init,0,3334,0.30813080072402954,0.1704170405864715,0.13771376013755804,0.05677052878679168,197,0.05581153778612936
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,full,0,init,0,3334,0.28622862696647644,0.1704170405864715,0.11581158638000494,0.07121632505380328,199,0.07121632505380328
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,full,1,init,1,3334,0.2430243045091629,0.1704170405864715,0.0726072639226914,0.08912787015701241,199,0.08912787015701241
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,full,1,init,1,3334,0.2502250373363495,0.1704170405864715,0.07980799674987799,0.08912787015701241,199,0.08912787015701241
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,full,1,init,1,3334,0.32673266530036926,0.1704170405864715,0.15631562471389776,0.05789369746291788,197,0.05629670411017603
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,full,1,init,1,3334,0.28862887620925903,0.1704170405864715,0.11821183562278753,4.6473089171228255,197,0.07444475615317762
fgvc_aircraft,clip_rn50,clip_text,fm_standard,4,full,2,init,2,3334,0.2382238209247589,0.1704170405864715,0.06780678033828741,0.09250746477433286,192,0.09063572885751295
fgvc_aircraft,clip_rn50,clip_text,fm_standard,12,full,2,init,2,3334,0.24362435936927795,0.1704170405864715,0.07320731878280645,0.09250746477433286,192,0.09063572885751295
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,4,full,2,init,2,3334,0.3099309802055359,0.1704170405864715,0.1395139396190644,0.0575342841075435,196,0.05624127511580904
fgvc_aircraft,clip_rn50,clip_text,fm_rollout,12,full,2,init,2,3334,0.2844284474849701,0.1704170405864715,0.11401140689849859,0.07090382898549298,198,0.07054701751409781
